osm_id,osm_type,latitude,longitude,name,operator,normalized_category,relevance_tier,facility_type,source_tile,raw_tags
11638360617,node,9.1144941,76.8618662,Aiswarya  stitching  centre,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Aiswarya  stitching  centre"", ""addr:street"": ""Puthenparambil"", ""building"": ""industrial"", ""name"": ""Aiswarya  stitching  centre""}"
11638360620,node,9.1147694,76.8658899,Aravind snacks,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Aravind snacks"", ""addr:street"": ""Chandra mangalathu"", ""building"": ""industrial"", ""name"": ""Aravind snacks""}"
11638360623,node,9.1139902,76.8644957,Inspire acadamy,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Inspire acadamy"", ""addr:street"": ""Puthenveettil kizhakkethil"", ""building"": ""industrial"", ""name"": ""Inspire acadamy""}"
11638360627,node,9.1160154,76.8661925,Nsvegetables,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Nsvegetables"", ""addr:street"": ""Shibila manzil kunnicode"", ""building"": ""industrial"", ""name"": ""Nsvegetables""}"
11638385025,node,9.1108454,76.853697,Haritham Soaps Detergents unit,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Haritham Soaps Detergents unit"", ""addr:street"": ""Sreekumari  Haritham Detergent unit pathirikal po"", ""building"": ""industrial"", ""name"": ""Haritham Soaps Detergents unit""}"
11638385027,node,9.1121783,76.8503768,A toZ store,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""A toZ store"", ""addr:street"": ""Haleena manzilPoonkulanji poKarishanamkod"", ""building"": ""industrial"", ""name"": ""A toZ store""}"
11638385028,node,9.1106228,76.8516811,Ervadi furniture,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Ervadi furniture"", ""addr:street"": ""Kundayam"", ""building"": ""industrial"", ""name"": ""Ervadi furniture""}"
11638385029,node,9.1105138,76.8518479,Shahba stores,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Shahba stores"", ""addr:street"": ""Chenankara"", ""building"": ""industrial"", ""name"": ""Shahba stores""}"
11638385031,node,9.1064852,76.850685,All in one dtp cenre,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""All in one dtp cenre"", ""addr:street"": ""Nallavettil kuttiyil kallumakadv"", ""building"": ""industrial"", ""name"": ""All in one dtp cenre""}"
11638385039,node,9.1126807,76.8526028,Al hamd enterprises,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Al hamd enterprises"", ""addr:street"": ""Roadarikil purayidomManakkattupuzha"", ""building"": ""industrial"", ""name"": ""Al hamd enterprises""}"
11638385040,node,9.0949632,76.8434267,Minnu s tailoring,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Minnu s tailoring"", ""addr:street"": ""Liya bhavan maloor po"", ""building"": ""industrial"", ""name"": ""Minnu s tailoring""}"
11638385042,node,9.0963617,76.8419951,Appu home shop,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Appu home shop"", ""addr:street"": ""Aji bhavanam maloor po"", ""building"": ""industrial"", ""name"": ""Appu home shop""}"
11641626055,node,8.804143,76.6597911,Sreeshastha Soap and Lotion,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Sreeshastha Soap and Lotion"", ""addr:street"": ""Sreeshastha"", ""building"": ""industrial"", ""name"": ""Sreeshastha Soap and Lotion""}"
11641626056,node,8.8039035,76.6615932,Kailas Soap and Lotion,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Kailas Soap and Lotion"", ""addr:street"": ""Kailas Soap and Lotion"", ""building"": ""industrial"", ""name"": ""Kailas Soap and Lotion""}"
11641626057,node,8.8077615,76.6609472,Ponnus,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Ponnus"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Ponnus""}"
11641626058,node,8.8131592,76.6622236,Thamburans farm,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Thamburans farm"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Thamburans farm""}"
11641626059,node,8.8111592,76.661991,Saantwanam,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Saantwanam"", ""addr:street"": ""Amrutha prakash millil veedu kurumadal A south paravur"", ""building"": ""industrial"", ""name"": ""Saantwanam""}"
11641626063,node,8.8081122,76.6723352,Hygie Gym,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Hygie Gym"", ""addr:street"": ""Hygia Gym"", ""building"": ""industrial"", ""name"": ""Hygie Gym""}"
11641626067,node,8.8139861,76.6708586,Chichus Craft Work,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Chichus Craft Work"", ""addr:street"": ""Chichus Craft Work Koonayil"", ""building"": ""industrial"", ""name"": ""Chichus Craft Work""}"
11641626068,node,8.8139312,76.6709872,Mahadevan HKS,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Mahadevan HKS"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Mahadevan HKS""}"
11641957071,node,8.8140339,76.6708815,Chichus Craft Work,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Chichus Craft Work"", ""addr:street"": ""Chichus Craft Work Koonayil"", ""building"": ""industrial"", ""name"": ""Chichus Craft Work""}"
11641957072,node,8.8140246,76.6710582,Kedar Food Product,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Kedar Food Product"", ""addr:street"": ""Kedar Food Product"", ""building"": ""industrial"", ""name"": ""Kedar Food Product""}"
11641957073,node,8.8140199,76.6710399,Harithasakthi HKS,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Harithasakthi HKS"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Harithasakthi HKS""}"
11641957074,node,8.8140302,76.6710467,VSProduct,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""VSProduct"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""VSProduct""}"
11641957075,node,8.8140332,76.6710331,Prardhana Soap and Lotion,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Prardhana Soap and Lotion"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Prardhana Soap and Lotion""}"
11641957079,node,8.814052,76.6709923,Kyanvee Handloom,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Kyanvee Handloom"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Kyanvee Handloom""}"
11641957080,node,8.8172013,76.6710021,Muthinte Kada,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Muthinte Kada"", ""addr:street"": ""Muthinte kadaKallumkunnu paravoor"", ""building"": ""industrial"", ""name"": ""Muthinte Kada""}"
11641957082,node,8.8178801,76.6714978,Ambili Store,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Ambili Store"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Ambili Store""}"
11641957090,node,8.8295808,76.6779517,Sivajayam Soap And Lotion Unit,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Sivajayam Soap And Lotion Unit"", ""addr:street"": ""Sreereka vayalil kottavila Veedu kurunandal B bedungolam po Paravur"", ""building"": ""industrial"", ""name"": ""Sivajayam Soap And Lotion Unit""}"
11641957092,node,8.8313509,76.6810271,V S Pickle and Bakery product,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""V S Pickle and Bakery product"", ""addr:street"": ""V S Pickle and Bakery product Nedungolam po Paravur"", ""building"": ""industrial"", ""name"": ""V S Pickle and Bakery product""}"
11641957093,node,8.8327211,76.6811641,Omkaram cloth bag unit,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Omkaram cloth bag unit"", ""addr:street"": ""Omkaram cloth bag unitMalakkayal  nedumgolam"", ""building"": ""industrial"", ""name"": ""Omkaram cloth bag unit""}"
11641957094,node,8.8343776,76.6800555,Sayid palahara unit,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Sayid palahara unit"", ""addr:street"": ""Vilayil kizhakkathilNedungolam"", ""building"": ""industrial"", ""name"": ""Sayid palahara unit""}"
11643329582,node,8.8121291,76.6804513,Thanmaya,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Thanmaya"", ""addr:street"": ""Thanmaya  Thanmaya munnazhimukke koonail paravur"", ""building"": ""industrial"", ""name"": ""Thanmaya""}"
11643329587,node,8.8155225,76.6748399,L and L products,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""L and L products"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""L and L products""}"
11643329590,node,8.8186386,76.6764106,Nandanam Stores,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Nandanam Stores"", ""addr:street"": ""Nandanam Carry Bag Unit Koonayil Paravur"", ""building"": ""industrial"", ""name"": ""Nandanam Stores""}"
11643329593,node,8.8203745,76.6769032,Susha Stores,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Susha Stores"", ""addr:street"": ""Chippy Stores Koonayil Paravur"", ""building"": ""industrial"", ""name"": ""Susha Stores""}"
11643329595,node,8.8199742,76.6731607,Kalyani Store,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Kalyani Store"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Kalyani Store""}"
11643329596,node,8.8207332,76.6722481,Hari Store,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Hari Store"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Hari Store""}"
11643329598,node,8.8248327,76.6778809,Geethu Stores,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Geethu Stores"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Geethu Stores""}"
11643329599,node,8.8329269,76.6816303,Sreevinayaka Stores,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Sreevinayaka Stores"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Sreevinayaka Stores""}"
11643329605,node,8.8330691,76.6830344,Thanima Currypowder Unit,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Thanima Currypowder Unit"", ""addr:street"": ""Thanima Currypowder Unit Nedungolam po Nedungolam Paravur"", ""building"": ""industrial"", ""name"": ""Thanima Currypowder Unit""}"
11643645351,node,8.8317199,76.6945144,Vinayaka provishion store,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Vinayaka provishion store"", ""addr:street"": ""OuzhukuparaPolachira p.o"", ""building"": ""industrial"", ""name"": ""Vinayaka provishion store""}"
11643645355,node,8.8245366,76.6872765,Kailasam Coconut Trading,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Kailasam Coconut Trading"", ""addr:street"": ""South Paravur"", ""building"": ""industrial"", ""name"": ""Kailasam Coconut Trading""}"
11643645357,node,8.8160259,76.6836591,Snehadeepam,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Snehadeepam"", ""addr:street"": ""Snehadeepam  me unit  snehadeepam B R C   kottuvankonam poothakulam"", ""building"": ""industrial"", ""name"": ""Snehadeepam""}"
11649235408,node,9.0063597,76.9252045,Mahima acivicty group,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Mahima acivicty group"", ""addr:street"": ""Mahima acivicty group Tholicodu Punalur"", ""building"": ""industrial"", ""name"": ""Mahima acivicty group""}"
11649238166,node,9.0310871,76.9095102,Jasmin store,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Jasmin store"", ""addr:street"": ""Jasmi manzilThengutharaChemmathoor"", ""building"": ""industrial"", ""name"": ""Jasmin store""}"
11649277569,node,9.0266759,76.9191114,Avathika stores,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Avathika stores"", ""addr:street"": ""Avathika stores Sasthamkonam Punalur"", ""building"": ""industrial"", ""name"": ""Avathika stores""}"
11654880495,node,9.0246543,76.9259238,Nellipalli,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Nellipalli"", ""addr:street"": ""Ansar manzilKallarNellippalli"", ""building"": ""industrial"", ""name"": ""Nellipalli""}"
11654880498,node,9.022076,76.9187222,Mahima direct Marketing unit,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Mahima direct Marketing unit"", ""addr:street"": ""SafezdaFausiya manzilPunalur"", ""building"": ""industrial"", ""name"": ""Mahima direct Marketing unit""}"
11654880506,node,9.0187936,76.9174462,Sreelekshmi,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Sreelekshmi"", ""addr:street"": ""SreeragamKomalamkunnu"", ""building"": ""industrial"", ""name"": ""Sreelekshmi""}"
11654880511,node,9.0187192,76.9174637,Utharamma,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Utharamma"", ""addr:street"": ""MutharammaTholicodePunalur"", ""building"": ""industrial"", ""name"": ""Utharamma""}"
11654880531,node,9.0243175,76.9125197,Thanima,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Thanima"", ""addr:street"": ""AbusaFathima manzilChemmathoor"", ""building"": ""industrial"", ""name"": ""Thanima""}"
11654993841,node,9.0207963,76.9210196,Hiranmayi Consortium,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Hiranmayi Consortium"", ""addr:street"": ""Hiranmayi ConsortiumPunalur"", ""building"": ""industrial"", ""name"": ""Hiranmayi Consortium""}"
11654993842,node,9.0207856,76.9209816,Christy communication,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Christy communication"", ""addr:street"": ""PalavilaveeduChemmathoorPunalur"", ""building"": ""industrial"", ""name"": ""Christy communication""}"
11654993844,node,9.0207214,76.9210489,Thejas hks group,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Thejas hks group"", ""addr:street"": ""Thejas hks groupPunalur"", ""building"": ""industrial"", ""name"": ""Thejas hks group""}"
11654993850,node,9.0208435,76.9208933,Sachoos,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Sachoos"", ""addr:street"": ""Oruppurathu veeduCollege wardPunalur"", ""building"": ""industrial"", ""name"": ""Sachoos""}"
11654993852,node,9.0208358,76.9209467,JS products,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""JS products"", ""addr:street"": ""MaruthivilaCollegePunalur"", ""building"": ""industrial"", ""name"": ""JS products""}"
11654993857,node,9.0207904,76.9209379,Haritham food products,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Haritham food products"", ""addr:street"": ""DeepavilasmPlachery p o"", ""building"": ""industrial"", ""name"": ""Haritham food products""}"
11654993859,node,9.0206219,76.9210043,Prakash store,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Prakash store"", ""addr:street"": ""Athul nivasGracing blockPlacheri p o"", ""building"": ""industrial"", ""name"": ""Prakash store""}"
11654993865,node,9.0177748,76.9256551,Appus Stationary,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Appus Stationary"", ""addr:street"": ""Appus StationaryArampunnaPunalur"", ""building"": ""industrial"", ""name"": ""Appus Stationary""}"
11658443700,node,9.018004,76.9261293,Honey deu,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Honey deu"", ""addr:street"": ""Seena vilasomKanjiramalaPunalur"", ""building"": ""industrial"", ""name"": ""Honey deu""}"
11658443701,node,9.0178918,76.9262976,Sandras,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Sandras"", ""addr:street"": ""ChaithramPlacheri  p oPunalur"", ""building"": ""industrial"", ""name"": ""Sandras""}"
11658443704,node,9.0178705,76.9262351,St maries Agencies,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""St maries Agencies"", ""addr:street"": ""MangachalilVilakku vettam po"", ""building"": ""industrial"", ""name"": ""St maries Agencies""}"
11658443705,node,9.0178905,76.9261963,Sumamm floor mattu unit,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""building"": ""industrial"", ""name"": ""Sumamm floor mattu unit""}"
11658443706,node,9.0179248,76.9261341,Sivani soap and lotions,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Sivani soap and lotions"", ""addr:street"": ""Anusree bhavanVilakkuvettam"", ""building"": ""industrial"", ""name"": ""Sivani soap and lotions""}"
11658443708,node,9.0177768,76.9261656,Anchel try cleaning center,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Anchel try cleaning center"", ""addr:street"": ""Anchel try cleaning center Kalayanad Punalur"", ""building"": ""industrial"", ""name"": ""Anchel try cleaning center""}"
11658443710,node,9.0178245,76.9262511,Sallu curry powder,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Sallu curry powder"", ""addr:street"": ""Shamnadh manzilChemmathoor"", ""building"": ""industrial"", ""name"": ""Sallu curry powder""}"
11658443717,node,9.0179465,76.9262369,Suryath floormill,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Suryath floormill"", ""addr:street"": ""Asna manzilChalacode"", ""building"": ""industrial"", ""name"": ""Suryath floormill""}"
11658443721,node,9.0179418,76.9262372,Anvar,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Anvar"", ""addr:street"": ""Anvar manzil"", ""building"": ""industrial"", ""name"": ""Anvar""}"
11658443722,node,9.0179378,76.9262252,Shaini spices,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Shaini spices"", ""addr:street"": ""Kuzhiyil veeduValacode"", ""building"": ""industrial"", ""name"": ""Shaini spices""}"
11658443723,node,9.0179323,76.9262234,Cake mate,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Cake mate"", ""addr:street"": ""Majitha. Manzil"", ""building"": ""industrial"", ""name"": ""Cake mate""}"
11658443725,node,9.0179233,76.9262212,B K V S fresh Mart,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""building"": ""industrial"", ""name"": ""B K V S fresh Mart"", ""shop"": ""supermarket""}"
11658443726,node,9.0179328,76.9262133,Anadhu store,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Anadhu store"", ""addr:street"": ""Anadhu storcesArampunna"", ""building"": ""industrial"", ""name"": ""Anadhu store""}"
11658443728,node,9.0179305,76.9262142,Bhadarees collection,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Bhadarees collection"", ""addr:street"": ""Bhadarees collectionThumpod Punalur"", ""building"": ""industrial"", ""name"": ""Bhadarees collection""}"
11658443729,node,9.0179267,76.9262183,Didhas,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Didhas"", ""addr:street"": ""Didhas BakesArampunna"", ""building"": ""industrial"", ""name"": ""Didhas""}"
11658443733,node,9.0179254,76.9262137,Panikkerstores,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Panikkerstores"", ""addr:street"": ""Deevu sadanam"", ""building"": ""industrial"", ""name"": ""Panikkerstores""}"
11658443741,node,9.0186122,76.9292069,B V S Stores,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""B V S Stores"", ""addr:street"": ""Razeena Manzil, TB jn, Punalur"", ""building"": ""industrial"", ""name"": ""B V S Stores""}"
11658508480,node,9.0180445,76.92911,Sabhalyam,,Generic Industrial Building,GENERAL_CONTEXT,Other Industrial,tile_1_1,"{""addr:city"": ""Kollam"", ""addr:district"": ""Kollam"", ""addr:housenumber"": ""Sabhalyam"", ""addr:street"": ""Sabhalyam catering, T B junction Punalur"", ""building"": ""industrial"", ""name"": ""Sabhalyam""}"
